QueryID	Algorithm	Metric	k	Value
GLOBAL	late_TV	Coverage@k	11	0.7757955641272902
GLOBAL	late_TV	Pop@k	11	39.54639694924169
GLOBAL	late_TV	Coverage@k	12	0.7856798457087754
GLOBAL	late_TV	Pop@k	12	39.52909032465445
GLOBAL	late_TV	Coverage@k	13	0.7953230472516876
GLOBAL	late_TV	Pop@k	13	39.531173503449295
GLOBAL	late_TV	Coverage@k	14	0.8030376084860174
GLOBAL	late_TV	Pop@k	14	39.54456536713045
GLOBAL	late_TV	Coverage@k	15	0.809787849566056
GLOBAL	late_TV	Pop@k	15	39.5300225008036
GLOBAL	late_TV	Coverage@k	16	0.8162970106075217
GLOBAL	late_TV	Pop@k	16	39.53212391513983
GLOBAL	late_TV	Coverage@k	17	0.8216007714561234
GLOBAL	late_TV	Pop@k	17	39.52208009529752
GLOBAL	late_TV	Coverage@k	18	0.8259402121504339
GLOBAL	late_TV	Pop@k	18	39.50447337404908
GLOBAL	late_TV	Coverage@k	19	0.8305207328833173
GLOBAL	late_TV	Pop@k	19	39.510252245850886
GLOBAL	late_TV	Coverage@k	20	0.8353423336547734
GLOBAL	late_TV	Pop@k	20	39.51247589199614
GLOBAL	early_ATV	Coverage@k	1	0.3789778206364513
GLOBAL	early_ATV	Pop@k	1	39.18683702989392
GLOBAL	early_ATV	Coverage@k	2	0.49397299903567987
GLOBAL	early_ATV	Pop@k	2	39.83678881388621
GLOBAL	early_ATV	Coverage@k	3	0.56099324975892
GLOBAL	early_ATV	Pop@k	3	39.840565734490525
GLOBAL	early_ATV	Coverage@k	4	0.6089681774349084
GLOBAL	early_ATV	Pop@k	4	39.8904893924783
GLOBAL	early_ATV	Coverage@k	5	0.6419961427193829
GLOBAL	early_ATV	Pop@k	5	39.995949855351974
